INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51249316","GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE D’AMOS","GMFU D’AMOS","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","692, 4e Avenue Ouest, bureau 100"," ","J9T0B7","88057","Amos","08121","Abitibi","880","Abitibi","0812","RLS de l'Abitibi","3","RUISSS Université McGill","1","2","1","0","N"," ","2024-09-01",-78.1281967163086,48.57500076293945,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249324","PAVILLON DE SOINS PALLIATIFS DE SAINT-CHARLES-BORROMÉE","PAVILLON DE SOINS PALLIATIFS DE SAINT-CHARLES-BORROMÉE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","125 boulevard des Mésanges"," ","J6E0B9","61035","Saint-Charles-Borromée","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2025-01-01",-73.45999908447266,46.03620147705078,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249340","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE 3065 DU CHEMIN DE CHAMBLY","CRDP 3065 DU CHEMIN DE CHAMBLY","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","3065, chemin de Chambly"," ","J4N1L3","58227","Longueuil","16212","Longueuil-Est","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2023-08-01",-73.4552993774414,45.51860046386719,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51249357","AIRE OUVERTE DE LORETTEVILLE","AIRE OUVERTE DE LORETTEVILLE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","363, rue Racine"," ","G2B1E9","23027","Québec","03131","Loretteville - Val-Bélair","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","2024-10-01",-71.36150360107422,46.849998474121094,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249365","AIRE OUVERTE DE PORTNEUF","AIRE OUVERTE DE PORTNEUF","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","325, rue de l'Église, local 53"," ","G3M2A2","34025","Donnacona","03111","Portneuf","340","Portneuf","0311","RLS de Portneuf","1","RUISSS Université Laval","1","2","1","0","N"," ","2024-10-01",-71.73059844970703,46.68080139160156,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249373","CLINIQUE IPS+ SNOWDON","CLINIQUE IPS+ SNOWDON","11045176","Centre intégré universitaire de santé et de services sociaux du Centre-Ouest-de-l'Île-de-Montréal","CIUSSS du Centre-Ouest-de-l'Île-de-Montréal","06","Montréal","5165, chemin Queen Mary"," ","H3W1X7","66023","Montréal","06223","Snowdon","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","2","1","0","N"," ","2024-06-01",-73.62850189208984,45.485198974609375,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249381","CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE NICOLAS-PERROT","CRDP NICOLAS-PERROT","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","1775, rue Nicolas-Perrot"," ","G9A1C5","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2024-05-07",-72.54750061035156,46.35850143432617,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51249399","FOYER DE GROUPE DE ROBERVAL","FOYER DE GROUPE DE ROBERVAL","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","25, avenue Lizotte"," ","G8H3N4","91025","Roberval","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","1","2","1","0","N"," ","2024-07-29",-72.22039794921875,48.50469970703125,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51249407","MAISON DES AÎNÉS ET ALTERNATIVE DE MANIWAKI","MDA-MA DE MANIWAKI","11045218","Centre intégré de santé et de services sociaux de l'Outaouais","CISSS de l'Outaouais","07","Outaouais","321, boulevard Desjardins"," ","J9E2E6","83065","Maniwaki","07121","Des Forestiers","830","La Vallée-de-la-Gatineau","0712","RLS de la Vallée-de-la-Gatineau","3","RUISSS Université McGill","1","2","1","0","N"," ","2025-10-22",-75.97720336914062,46.39120101928711,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249415","CENTRE LOCAL DE SERVICES COMMUNAUTAIRES DE SAINT-SAUVEUR","CLSC DE SAINT-SAUVEUR","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","205, rue Montmagny"," ","G1N4V3","23027","Québec","03125","Québec - Basse-Ville","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","1","2","1","0","N"," ","2025-02-20",-71.24430084228516,46.80950164794922,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249431","GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE VERDUN-DE-L'ÉGLISE","GMFU DE VERDUN-DE-L'ÉGLISE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","55, rue de l'Église"," ","H4G3E7","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2025-04-01",-73.56449890136719,45.46289825439453,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249456","CHSLD PLAISANCE","CHSLD PLAISANCE","11044088","Centre intégré de santé et de services sociaux des Îles","CISSS des Îles","11","Gaspésie–Îles-de-la-Madeleine","596, chemin Principal"," ","G4T1G1","01023","Les Îles-de-la-Madeleine","11211","Îles-de-la-Madeleine","010","Communauté maritime des Îles-de-la-Madeleine","1121","RLS des Îles-de-la-Madeleine","1","RUISSS Université Laval","1","2","1","0","N"," ","2025-04-03",-61.87300109863281,47.37350082397461,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249480","CENTRE DE SERVICES AMBULATOIRES DE MONT-LAURIER","CENTRE DE SERVICES AMBULATOIRES DE MONT-LAURIER","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","942, boulevard Albiny-Paquette"," ","J9L1L4","79088","Mont-Laurier","15111","Antoine-Labelle","790","Antoine-Labelle","1511","RLS d'Antoine-Labelle","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2025-08-01",-75.48699951171875,46.55059814453125,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249506","CENTRE D'HÉBERGEMENT MAIZERETS","CENTRE D'HÉBERGEMENT MAIZERETS","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","2601, chemin de la Canardière, porte5"," ","G1J2G3","23027","Québec","03133","Beauport","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","2024-11-30",-71.22090148925781,46.8473014831543,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249563","CENTRE DE RÉADAPTATION EN DÉPENDANCE CAVENDISH /CAVENDISH ADDICTION READAPTATION CENTRE","CRD CAVENDISH  /CAVENDISH ADDICTION READAPTATION CENTRE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","3285, boulevard Cavendish, bureau 100"," ","H4B2L9","66023","Montréal","06212","Notre-Dame-de-Grâce - Montréal-Ouest","660","Montréal","0621","RLS de Côte-Saint-Luc - NDG - Montréal-Ouest","3","RUISSS Université McGill","1","2","1","0","N"," ","2025-04-01",-73.6270980834961,45.463401794433594,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51249571","MAISON DE NAISSANCE ET DE LA PETITE ENFANCE DES GRANDS PINS","MAISON DE NAISSANCE ET DE LA PETITE ENFANCE DES GRANDS","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","1201, boulevard Forest"," ","J9P5H3","89008","Val-d'Or","08141","Vallée-de-l'Or","890","La Vallée-de-l'Or","0814","RLS de la Vallée-de-l'Or","3","RUISSS Université McGill","1","2","1","0","N"," ","2025-12-17",-77.79759979248047,48.0974006652832,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249589","AIRE OUVERTE DE LASALLE","AIRE OUVERTE DE LASALLE","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","7580, rue Centrale"," ","H8P1K5","66023","Montréal","06122","Lasalle","660","Montréal","0612","RLS de Dorval - Lachine - Lasalle","3","RUISSS Université McGill","1","2","1","0","N"," ","2022-03-04",-73.5969009399414,45.43299865722656,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249597","CLSC DE SAINT-CÔME","CLSC DE SAINT-CÔME","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","1673, 55e rue"," ","J0K2B0","62065","Saint-Côme","14111","Matawinie","620","Matawinie","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2024-06-20",-73.77469635009766,46.26900100708008,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249605","CENTRE DE SERVICES AMBULATOIRES EN SANTÉ MENTALE ET DE RÉADAPTATION EN DÉPENDANCE DU BOULEVARD DE LA CITÉ-DES-JEUNES","CENTRE SERV. AMB. EN SM ET CRD DU BOULEVARD DE LA CITÉ-","11045317","Centre intégré de santé et de services sociaux de la Montérégie-Ouest","CISSS de la Montérégie-Ouest","16","Montérégie","3, boulevard de la Cité-des-Jeunes"," ","J7V0C3","71083","Vaudreuil-Dorion","16311","Vaudreuil-Soulanges","710","Vaudreuil-Soulanges","1631","RLS de Vaudreuil-Soulanges","3","RUISSS Université McGill","1","2","1","0","N"," ","2026-01-20",-74.0165023803711,45.41569900512695,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51249613","AIRE OUVERTE DU MÉTRO-LIONEL-GROULX","AIRE OUVERTE DU MÉTRO-LIONEL-GROULX","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","3181, rue Saint-Jacques"," ","H4C1G7","66023","Montréal","06311","Saint-Henri","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","2","1","0","N"," ","2023-12-07",-73.58059692382812,45.48350143432617,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51249639","AIRE OUVERTE DE MONT-JOLI","AIRE OUVERTE DE MONT-JOLI","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","19, avenue Lebel"," ","G5H1K3","09077","Mont-Joli","01161","La Mitis","090","La Mitis","0116","RLS de La Mitis","1","RUISSS Université Laval","1","2","1","0","N"," ","2025-10-08",-68.19419860839844,48.5890998840332,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51340248","SUCCURSALE WEST ISLAND","SUCCURSALE WEST ISLAND","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","191, avenue Frontenac"," ","H9R4Z7","66097","Pointe-Claire","06111","Lac Saint-Louis","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","1","2","1","0","N"," ","1977-01-01",-73.82720184326172,45.46969985961914,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51340297","SUCCURSALE PROTECTION DE LA JEUNESSE","SUCCURSALE PROTECTION DE LA JEUNESSE","11045168","Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal","CIUSSS de l'Ouest-de-l'Île-de-Montréal","06","Montréal","4515, rue Sainte-Catherine Ouest"," ","H3Z1R9","66032","Westmount","06225","Métro","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","2","1","0","N"," ","1977-01-01",-73.59439849853516,45.48059844970703,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51340404","CENTRE D'HÉBERGEMENT DESCHÊNES","CENTRE D'HÉBERGEMENT DESCHÊNES","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","1841, rue Deschênes"," ","G7S4K6","94068","Saguenay","02141","Jonquière","941","Saguenay","0214","RLS de Jonquière","1","RUISSS Université Laval","1","2","1","0","N"," ","1977-01-01",-71.19519805908203,48.43069839477539,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51340776","PAVILLON ROSEMONT","PAVILLON ROSEMONT","11045200","Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal","CIUSSS de l'Est-de-l'Île-de-Montréal","06","Montréal","5689, boulevard Rosemont"," ","H1T2H1","66023","Montréal","06531","Rosemont","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1981-04-01",-73.56210327148438,45.57749938964844,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51341477","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE HENRI-BOURASSA EST","CPEJ HENRI-BOURASSA EST","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","1161, boulevard Henri-Bourassa Est"," ","H2C3K2","66023","Montréal","06421","Ahuntsic","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1978-01-01",-73.66619873046875,45.56100082397461,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51341543","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE L'ÉGLISE","CPEJ DE L'ÉGLISE","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","471, rue de l'Église"," ","H4G2M6","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1978-01-01",-73.56990051269531,45.46310043334961,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51387371","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ET DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE BAIE-COMEA","CRDI-TSA ET CRDP DE BAIE-COMEAU","11045234","Centre intégré de santé et de services sociaux de la Côte-Nord","CISSS de la Côte-Nord","09","Côte-Nord","1250, rue Lestrat"," ","G5C1T8","96020","Baie-Comeau","09123","Manicouagan","960","Manicouagan","0912","RLS de la Haute-Côte-Nord  - Manicouagan","1","RUISSS Université Laval","1","2","1","0","N"," ","1974-01-01",-68.26499938964844,49.18519973754883,"Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","2026-03-23"
"51388874","CENTRE D'HÉBERGEMENT DE LA MAISON-SAINT-JOSEPH","CENTRE D'HÉBERGEMENT DE LA MAISON-SAINT-JOSEPH","11044823","Centre d'hébergement et de soins de longue durée Providence - Saint-Joseph inc.","CHSLD Providence - Saint-Joseph inc.","06","Montréal","5605, rue Beaubien Est"," ","H1T1X4","66023","Montréal","06531","Rosemont","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","2","1","2","0","N","2011-09-19","1974-01-01",-73.56749725341797,45.57889938354492,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51417624","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE CHÂTEAUGUAY","CPEJ DE CHÂTEAUGUAY","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","278, boulevard Saint-Jean-Baptiste"," ","J6K3C2","67050","Châteauguay","16341","Châteauguay-Mercier","670","Roussillon","1634","RLS de Jardins-Roussillon","3","RUISSS Université McGill","1","2","1","0","N"," ","1978-08-01",-73.7239990234375,45.344200134277344,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51447852","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DES FORGES","CPR ET CRJMDA DES FORGES","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","2700, boulevard des Forges"," ","G8Z1V2","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1977-01-01",-72.56649780273438,46.347599029541016,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","2026-03-23"
"51495844","CHSLD GEORGES-PHANEUF","CHSLD GEORGES-PHANEUF","11045291","Centre intégré de santé et de services sociaux de la Montérégie-Centre","CISSS de la Montérégie-Centre","16","Montérégie","230, rue Jacques-Cartier Nord"," ","J3B6T4","56083","Saint-Jean-sur-Richelieu","16122","Saint-Jean-sur-Richelieu - Saint-Luc","560","Le Haut-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1978-01-01",-73.25420379638672,45.30699920654297,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51495869","RÉSIDENCE DES FILLES ET/OU GARÇONS (HAVRE-JEUNESSE)","RÉSIDENCE DES FILLES ET/OU GARÇONS (HAVRE-JEUNESSE)","12652384","Havre-Jeunesse","Havre-Jeunesse","06","Montréal","1019, avenue Moffat"," ","H4H1Z1","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","2","4","1","0","N","2010-02-24","1977-01-01",-73.5781021118164,45.45050048828125,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51495877","RÉSIDENCE DES GARÇONS ET/OU FILLES (HAVRE-JEUNESSE)","RÉSIDENCE DES GARÇONS ET/OU FILLES (HAVRE-JEUNESSE)","12652384","Havre-Jeunesse","Havre-Jeunesse","06","Montréal","4360, boulevard Lasalle"," ","H4G2A8","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","2","4","1","0","N","2010-02-24","1977-01-01",-73.56269836425781,45.460201263427734,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51495968","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION D'ALMA","CPRJDA D'ALMA","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","350, côte du Collège"," ","G8B3G3","93042","Alma","02131","Lac-Saint-Jean-Est","930","Lac-Saint-Jean-Est","0213","RLS de Lac-Saint-Jean-Est","1","RUISSS Université Laval","1","2","1","0","N"," ","1978-01-01",-71.65550231933594,48.54690170288086,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51496016","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE JONQUIÈRE","CPRJDA DE JONQUIÈRE","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","3639, boulevard Harvey, bureau 200"," ","G7X3B2","94068","Saguenay","02141","Jonquière","941","Saguenay","0214","RLS de Jonquière","1","RUISSS Université Laval","1","2","1","0","N"," ","1978-01-01",-71.23590087890625,48.411598205566406,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51496057","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DES ÎLES-DE-LA-MADELEINE","CPRJDA DES ÎLES-DE-LA-MADELEINE","11045242","Centre intégré de santé et de services sociaux de la Gaspésie","CISSS de la Gaspésie","11","Gaspésie–Îles-de-la-Madeleine","539-2, chemin Principal"," ","G4T1E7","01023","Les Îles-de-la-Madeleine","11211","Îles-de-la-Madeleine","010","Communauté maritime des Îles-de-la-Madeleine","1121","RLS des Îles-de-la-Madeleine","1","RUISSS Université Laval","1","2","1","0","N"," ","1975-04-11",-61.87289810180664,47.375,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51496099","CLSC ET CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE LA SARRE","CLSC ET CPEJ DE LA SARRE","11045226","Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue","CISSS de l'Abitibi-Témiscamingue","08","Abitibi-Témiscamingue","261, 1e Rue Est"," ","J9Z2B7","87090","La Sarre","08111","Abitibi-Ouest","870","Abitibi-Ouest","0811","RLS de l'Abitibi-Ouest","3","RUISSS Université McGill","1","2","1","0","N"," ","1978-01-01",-79.20259857177734,48.80459976196289,"Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51496438","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DES SOURCES","CPRJDA DES SOURCES","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","603, boulevard Simoneau"," ","J1T4G7","40043","Val-des-Sources","05171","Sources","400","Les Sources","0517","RLS des Sources","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1977-01-01",-71.93560028076172,45.77170181274414,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51496529","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE LA MATAPÉDIA","CPEJ DE LA MATAPÉDIA","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","30, boulevard Saint-Benoit Est, loc. 110"," ","G5J2B7","07047","Amqui","01181","La Matapédia","070","La Matapédia","0118","RLS de La Matapédia","1","RUISSS Université Laval","1","2","1","0","N"," ","1977-01-01",-67.42379760742188,48.464500427246094,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51496545","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LA MALBAIE","CPRJDA DE LA MALBAIE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","385, rue Saint-Étienne"," ","G5A1S8","15013","La Malbaie","03142","Charlevoix-Est","150","Charlevoix-Est","0314","RLS de Charlevoix","1","RUISSS Université Laval","1","2","1","0","N"," ","1978-01-01",-70.14929962158203,47.653099060058594,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51496560","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE RIMOUSKI-NEIGETTE","CPEJ DE RIMOUSKI-NEIGETTE","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","103, rue de l'Évêché Ouest"," ","G5L4H4","10043","Rimouski","01151","Rimouski-Neigette","100","Rimouski-Neigette","0115","RLS de Rimouski","1","RUISSS Université Laval","1","2","1","0","N"," ","1977-01-01",-68.52749633789062,48.44609832763672,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
